路径编号,车型,节点序列,是否可行,总成本,固定成本,能耗成本,碳排成本,等待成本,迟到成本,总距离,违规信息,到达时刻,服务开始时刻,离开时刻
79,fuel_1500,0 -> 68_4 -> 0,True,871.1856829900008,400.0,242.87523795180942,52.837332482407106,175.47311255578435,0.0,101.7770208998458,[],"[8.0, 9.743011038877448, 20.287528543783132]","[8.0, 18.516666666666666, 20.287528543783132]","[8.0, 18.849999999999998, 20.287528543783132]"
80,fuel_1500,0 -> 8_1 -> 0,True,629.759387809908,400.0,165.76460766911373,36.06197059482277,27.93280954597151,0.0,66.0548965441108,[],"[8.0, 9.420026189368091, 13.107367961519989]","[8.0, 10.816666666666666, 13.107367961519989]","[8.0, 11.15, 13.107367961519989]"
81,ev_1250,0 -> 36_3 -> 0,True,594.3153341912727,400.0,71.30713380996207,14.159248856837898,108.84895152447264,0.0,110.7586314029998,[],"[8.0, 9.824219090443036, 17.164387449194916]","[8.0, 15.266666666666667, 17.164387449194916]","[8.0, 15.600000000000001, 17.164387449194916]"
82,fuel_3000,0 -> 65_4 -> 53_4 -> 0,True,912.7348083053278,400.0,316.94831006801485,68.95187578621575,126.83462245109716,0.0,131.1617104746046,[],"[8.0, 9.608268877445141, 18.176294323218993, 19.094758235929046]","[8.0, 15.95, 18.176294323218993, 19.094758235929046]","[8.0, 16.28333333333333, 18.509627656552325, 19.094758235929046]"
83,fuel_1500,0 -> 94_1 -> 43_3 -> 0,True,843.2687049020562,400.0,257.3777236460853,55.992337763768276,129.89864349220267,0.0,106.73378843663599,[],"[8.0, 9.747583993490263, 13.357483831899604, 18.30673835289764]","[8.0, 12.716666666666667, 16.883333333333333, 18.30673835289764]","[8.0, 13.05, 17.216666666666665, 18.30673835289764]"
84,fuel_1500,0 -> 59_2 -> 0,True,890.4416804577079,400.0,390.15534806185997,84.87801399261662,15.408318403231362,0.0,164.154552852561,[],"[8.0, 10.479584079838432, 14.233163527901397]","[8.0, 11.25, 14.233163527901397]","[8.0, 11.583333333333334, 14.233163527901397]"
85,fuel_1500,0 -> 66_1 -> 0,True,676.5705411129971,400.0,227.15346826361184,49.41707284938536,0.0,0.0,95.9412595017608,[],"[8.0, 9.69024646927451, 11.378682337943447]","[8.0, 9.69024646927451, 11.378682337943447]","[8.0, 10.023579802607843, 11.378682337943447]"
86,fuel_1500,0 -> 65_1 -> 0,True,775.7212433248781,400.0,204.41605569550353,44.47056517827738,126.83462245109716,0.0,86.8745378454326,[],"[8.0, 9.608268877445141, 17.510374828325318]","[8.0, 15.95, 17.510374828325318]","[8.0, 16.28333333333333, 17.510374828325318]"
87,fuel_1500,0 -> 72_1 -> 0,True,832.6624697554796,400.0,196.95818075081803,42.84810987411522,192.85617913054642,0.0,83.0686627414114,[],"[8.0, 9.573857710139343, 20.72328619691259]","[8.0, 19.216666666666665, 20.72328619691259]","[8.0, 19.549999999999997, 20.72328619691259]"
88,fuel_3000,0 -> 65_3 -> 68_2 -> 0,True,865.0300516489293,400.0,245.9845115507763,53.513752706686944,165.53178739146608,0.0,104.8917974281862,[],"[8.0, 9.608268877445141, 16.58180841964822, 20.287528543783132]","[8.0, 15.95, 18.516666666666666, 20.287528543783132]","[8.0, 16.28333333333333, 18.849999999999998, 20.287528543783132]"
89,fuel_1500,0 -> 60_5 -> 0,True,534.9691555826953,400.0,90.67676210024203,19.726664059797073,24.56572942265616,0.0,36.748182959378,[],"[8.0, 9.155046862200525, 11.235708798861271]","[8.0, 10.383333333333333, 11.235708798861271]","[8.0, 10.716666666666667, 11.235708798861271]"
90,ev_3000,0 -> 33_1 -> 61_4 -> 28_2 -> 0,True,682.2302250137022,400.0,136.08221705110216,27.021447550421602,119.12656041217852,0.0,206.5253014238692,[],"[8.0, 9.866455704284594, 13.37514040534524, 14.393882941773148, 21.515025639271457]","[8.0, 10.766666666666667, 13.37514040534524, 19.45, 21.515025639271457]","[8.0, 11.100000000000001, 13.708473738678574, 19.78333333333333, 21.515025639271457]"
91,fuel_1500,0 -> 6_2 -> 0,True,685.3617672593914,400.0,198.08764267548733,43.09382349952734,44.18030108437666,0.0,81.2762683367306,[],"[8.0, 9.557651612447835, 13.575373131435178]","[8.0, 11.766666666666667, 13.575373131435178]","[8.0, 12.100000000000001, 13.575373131435178]"
92,fuel_1500,0 -> 52_4 -> 0,True,993.1299438751848,400.0,414.7804944819246,90.23519679888965,88.11425259437051,0.0,178.1755458159284,[],"[8.0, 10.677620703614808, 17.933270421128935]","[8.0, 15.083333333333334, 17.933270421128935]","[8.0, 15.416666666666668, 17.933270421128935]"
93,fuel_1500,0 -> 6_3 -> 0,True,685.3617672593914,400.0,198.08764267548733,43.09382349952734,44.18030108437666,0.0,81.2762683367306,[],"[8.0, 9.557651612447835, 13.575373131435178]","[8.0, 11.766666666666667, 13.575373131435178]","[8.0, 12.100000000000001, 13.575373131435178]"
94,fuel_3000,0 -> 81_1 -> 54_2 -> 91_1 -> 0,True,1005.0109060729416,400.0,350.09619769453076,76.16317478228389,144.33812250480213,34.4134110913247,148.4462806373467,[],"[8.0, 9.84976054142656, 18.26072605896968, 18.671601555159828, 20.655777477301065]","[8.0, 17.066666666666666, 18.26072605896968, 18.671601555159828, 20.655777477301065]","[8.0, 17.4, 18.594059392303013, 19.00493488849316, 20.655777477301065]"
95,ev_1250,0 -> 36_2 -> 0,True,594.3153341912727,400.0,71.30713380996207,14.159248856837898,108.84895152447264,0.0,110.7586314029998,[],"[8.0, 9.824219090443036, 17.164387449194916]","[8.0, 15.266666666666667, 17.164387449194916]","[8.0, 15.600000000000001, 17.164387449194916]"
96,fuel_3000,0 -> 30_1 -> 25_1 -> 65_5 -> 0,True,897.3308020171586,400.0,287.0875615706691,62.45569153197388,114.13624711079945,33.651301803716116,122.0473340050536,[],"[8.0, 9.121292702373637, 13.02189494208639, 18.056359369407655, 19.616734197732974]","[8.0, 11.533333333333333, 16.316666666666666, 18.056359369407655, 19.616734197732974]","[8.0, 11.866666666666667, 16.65, 18.389692702740987, 19.616734197732974]"
97,fuel_1500,0 -> 60_7 -> 0,True,534.9691555826953,400.0,90.67676210024203,19.726664059797073,24.56572942265616,0.0,36.748182959378,[],"[8.0, 9.155046862200525, 11.235708798861271]","[8.0, 10.383333333333333, 11.235708798861271]","[8.0, 10.716666666666667, 11.235708798861271]"
98,fuel_3000,0 -> 56_1 -> 67_1 -> 0,True,1013.3020993801547,400.0,378.2130660588572,82.27997917394758,152.8090541473499,0.0,156.8004142492303,[],"[8.0, 10.433669655837146, 14.625877636795359, 20.639382536284707]","[8.0, 13.833333333333334, 18.866666666666667, 20.639382536284707]","[8.0, 14.166666666666668, 19.2, 20.639382536284707]"
99,fuel_1250,0 -> 28_3 -> 0,True,937.3835894780791,400.0,285.0069101900597,62.00304732787824,190.3736319601412,0.0,122.6038152604192,[],"[8.0, 9.93131840199294, 21.515025639271457]","[8.0, 19.45, 21.515025639271457]","[8.0, 19.78333333333333, 21.515025639271457]"
100,fuel_3000,0 -> 63_5 -> 63_6 -> 0,True,797.6328947096581,400.0,224.89315770587717,48.92534392115177,123.81439308262905,0.0,94.3597395863948,[],"[8.0, 9.675947012535214, 16.2, 17.866098016756986]","[8.0, 15.866666666666667, 16.2, 17.866098016756986]","[8.0, 16.2, 16.53333333333333, 17.866098016756986]"
101,fuel_3000,0 -> 8_3 -> 59_3 -> 0,True,940.7471607239365,400.0,386.66977383372296,84.11972983842577,27.93280954597151,42.024847505816254,169.3192060397687,[],"[8.0, 9.420026189368091, 13.490496950116325, 15.481217262741431]","[8.0, 10.816666666666666, 13.490496950116325, 15.481217262741431]","[8.0, 11.15, 13.82383028344966, 15.481217262741431]"
102,fuel_1500,0 -> 82_1 -> 0,True,782.283918190417,400.0,284.6810289352196,61.93215209641299,35.6707371587844,0.0,119.117490178589,[],"[8.0, 9.899796475394114, 13.902750061892004]","[8.0, 11.683333333333334, 13.902750061892004]","[8.0, 12.016666666666667, 13.902750061892004]"
103,fuel_1500,0 -> 47_2 -> 0,True,695.3978353264022,400.0,81.72039528218102,17.778212931591955,195.8992271126292,0.0,33.0606074004938,[],"[8.0, 9.121705311035207, 19.716957731645394]","[8.0, 18.916666666666668, 19.716957731645394]","[8.0, 19.25, 19.716957731645394]"
104,fuel_1500,0 -> 52_5 -> 0,True,993.1299438751848,400.0,414.7804944819246,90.23519679888965,88.11425259437051,0.0,178.1755458159284,[],"[8.0, 10.677620703614808, 17.933270421128935]","[8.0, 15.083333333333334, 17.933270421128935]","[8.0, 15.416666666666668, 17.933270421128935]"
105,fuel_1500,0 -> 64_3 -> 0,True,768.5713189546357,400.0,229.60740298693332,49.95092457490374,89.01299139279871,0.0,96.9481575978232,[],"[8.0, 9.699350430360065, 15.562215031984321]","[8.0, 14.15, 15.562215031984321]","[8.0, 14.483333333333334, 15.562215031984321]"
106,fuel_3000,0 -> 70_1 -> 54_3 -> 0,True,1147.9862400216348,400.0,539.3551927847152,117.33633238038573,91.2947148565339,0.0,223.47106549903836,[],"[8.0, 11.708224817566123, 12.768597590506637, 20.38151061521864]","[8.0, 11.708224817566123, 17.333333333333332, 20.38151061521864]","[8.0, 12.041558150899457, 17.666666666666664, 20.38151061521864]"
107,fuel_3000,0 -> 42_2 -> 62_1 -> 0,True,963.4986473785356,400.0,329.1616763679681,71.60888479776472,162.72808621280274,0.0,138.3265570737846,[],"[8.0, 9.954216693799426, 11.326045662227104, 20.89735473061686]","[8.0, 10.233333333333333, 19.183333333333334, 20.89735473061686]","[8.0, 10.566666666666666, 19.516666666666666, 20.89735473061686]"
108,fuel_3000,0 -> 64_2 -> 45_4 -> 0,True,814.0520419723636,400.0,252.68290495559359,54.97098335075336,106.39815366601655,0.0,105.43327129148551,[],"[8.0, 9.699350430360065, 14.747408553005775, 17.146492453239777]","[8.0, 14.15, 15.616666666666667, 17.146492453239777]","[8.0, 14.483333333333334, 15.950000000000001, 17.146492453239777]"
109,fuel_3000,0 -> 49_3 -> 31_2 -> 0,True,852.5728057277848,400.0,265.4882526681,57.7567774907586,129.32777556892617,0.0,118.645584135017,[],"[8.0, 9.12527949981084, 14.324998388409517, 18.636117238693913]","[8.0, 13.1, 16.816666666666666, 18.636117238693913]","[8.0, 13.433333333333334, 17.15, 18.636117238693913]"
110,fuel_3000,0 -> 9_1 -> 57_3 -> 0,True,796.3254785178754,400.0,275.48869663972437,59.93236684913216,60.90441502901889,0.0,114.5621219405173,[],"[8.0, 9.553886310910663, 12.134226270971725, 15.799815202211906]","[8.0, 10.1, 14.633333333333333, 15.799815202211906]","[8.0, 10.433333333333334, 14.966666666666667, 15.799815202211906]"
111,fuel_1500,0 -> 55_2 -> 0,True,933.2185963418278,400.0,308.3392280380382,67.07897621266414,157.80039209112562,0.0,132.0866119974154,[],"[8.0, 10.026647062110387, 20.115630112957845]","[8.0, 17.916666666666668, 20.115630112957845]","[8.0, 18.25, 20.115630112957845]"
112,fuel_1500,0 -> 41_1 -> 0,True,774.0603747756858,400.0,261.26771545199006,56.83860266971644,55.95405665397923,0.0,112.0207333701614,[],"[8.0, 9.835630500634371, 14.006938517512008]","[8.0, 12.633333333333333, 14.006938517512008]","[8.0, 12.966666666666667, 14.006938517512008]"
113,fuel_1500,0 -> 59_5 -> 0,True,890.4416804577079,400.0,390.15534806185997,84.87801399261662,15.408318403231362,0.0,164.154552852561,[],"[8.0, 10.479584079838432, 14.233163527901397]","[8.0, 11.25, 14.233163527901397]","[8.0, 11.583333333333334, 14.233163527901397]"
114,fuel_1500,0 -> 50_1 -> 0,True,999.1639727260564,400.0,327.8798487105833,71.33002411732014,199.954099898153,0.0,140.9824863605382,[],"[8.0, 10.152295005092348, 22.474611389273136]","[8.0, 20.15, 22.474611389273136]","[8.0, 20.48333333333333, 22.474611389273136]"
115,ev_1250,0 -> 28_1 -> 0,True,684.6988359421312,400.0,78.69831075240424,15.626893229585633,190.3736319601412,0.0,122.6038152604192,[],"[8.0, 9.93131840199294, 21.515025639271457]","[8.0, 19.45, 21.515025639271457]","[8.0, 19.78333333333333, 21.515025639271457]"
116,fuel_1500,0 -> 55_5 -> 0,True,933.2185963418278,400.0,308.3392280380382,67.07897621266414,157.80039209112562,0.0,132.0866119974154,[],"[8.0, 10.026647062110387, 20.115630112957845]","[8.0, 17.916666666666668, 20.115630112957845]","[8.0, 18.25, 20.115630112957845]"
117,fuel_1500,0 -> 53_2 -> 0,True,699.2233550723372,400.0,101.43634536515532,22.06740362277042,175.7196060844114,0.0,41.4272450198718,[],"[8.0, 9.197353029112765, 18.901797246043387]","[8.0, 17.983333333333334, 18.901797246043387]","[8.0, 18.316666666666666, 18.901797246043387]"
118,ev_1250,0 -> 69_1 -> 0,True,608.7213264614077,400.0,76.00404169291124,15.091900108107652,117.62538466038879,0.0,117.5249561613834,[],"[8.0, 9.885397433647228, 17.759957007929145]","[8.0, 15.766666666666667, 17.759957007929145]","[8.0, 16.1, 17.759957007929145]"
119,fuel_1500,0 -> 49_2 -> 0,True,580.4671685256892,400.0,82.9311473524728,18.04161116943316,79.49441000378317,0.0,33.455912679079,[],"[8.0, 9.12527949981084, 13.735828023017593]","[8.0, 13.1, 13.735828023017593]","[8.0, 13.433333333333334, 13.735828023017593]"
120,fuel_1500,0 -> 55_6 -> 0,True,933.2185963418278,400.0,308.3392280380382,67.07897621266414,157.80039209112562,0.0,132.0866119974154,[],"[8.0, 10.026647062110387, 20.115630112957845]","[8.0, 17.916666666666668, 20.115630112957845]","[8.0, 18.25, 20.115630112957845]"
121,fuel_1500,0 -> 41_2 -> 0,True,774.0603747756858,400.0,261.26771545199006,56.83860266971644,55.95405665397923,0.0,112.0207333701614,[],"[8.0, 9.835630500634371, 14.006938517512008]","[8.0, 12.633333333333333, 14.006938517512008]","[8.0, 12.966666666666667, 14.006938517512008]"
122,fuel_1500,0 -> 7_5 -> 0,True,811.0135357343398,400.0,292.6362303427292,63.66280041312817,54.71450497848238,0.0,124.4054541356592,[],"[8.0, 9.947608084409215, 14.1414899409493]","[8.0, 12.683333333333334, 14.1414899409493]","[8.0, 13.016666666666667, 14.1414899409493]"
123,fuel_1500,0 -> 50_4 -> 0,True,999.1639727260564,400.0,327.8798487105833,71.33002411732014,199.954099898153,0.0,140.9824863605382,[],"[8.0, 10.152295005092348, 22.474611389273136]","[8.0, 20.15, 22.474611389273136]","[8.0, 20.48333333333333, 22.474611389273136]"
124,ev_1250,0 -> 61_3 -> 0,True,537.3435540696277,400.0,74.0215088400618,14.698234362052517,48.623810867513306,0.0,113.846992569318,[],"[8.0, 9.852142789957668, 13.96142549037961]","[8.0, 12.283333333333333, 13.96142549037961]","[8.0, 12.616666666666667, 13.96142549037961]"
125,fuel_1500,0 -> 53_1 -> 0,True,699.2233550723372,400.0,101.43634536515532,22.06740362277042,175.7196060844114,0.0,41.4272450198718,[],"[8.0, 9.197353029112765, 18.901797246043387]","[8.0, 17.983333333333334, 18.901797246043387]","[8.0, 18.316666666666666, 18.901797246043387]"
126,ev_1250,0 -> 27_2 -> 0,True,669.9186377345662,400.0,100.48250297687721,19.95251652098785,149.48361823670123,0.0,156.8079914420778,[],"[8.0, 10.37581908816494, 20.398135472345732]","[8.0, 17.85, 20.398135472345732]","[8.0, 18.183333333333334, 20.398135472345732]"
127,fuel_1500,0 -> 60_1 -> 0,True,534.9691555826953,400.0,90.67676210024203,19.726664059797073,24.56572942265616,0.0,36.748182959378,[],"[8.0, 9.155046862200525, 11.235708798861271]","[8.0, 10.383333333333333, 11.235708798861271]","[8.0, 10.716666666666667, 11.235708798861271]"
128,fuel_1500,0 -> 51_1 -> 0,True,784.6835065132261,400.0,184.43460590318386,40.123615217216305,160.125285392826,0.0,79.7371717776724,[],"[8.0, 9.543735730358701, 19.009564573130966]","[8.0, 17.55, 19.009564573130966]","[8.0, 17.883333333333333, 19.009564573130966]"
129,fuel_3000,0 -> 74_3 -> 48_1 -> 0,True,879.0534508988787,400.0,306.7348490815206,66.72994473021177,105.58865708714632,0.0,127.4090303112035,[],"[8.0, 10.020787526936793, 13.983112952039226, 17.444030290297697]","[8.0, 13.183333333333334, 16.1, 17.444030290297697]","[8.0, 13.516666666666667, 16.433333333333334, 17.444030290297697]"
130,fuel_1500,0 -> 68_5 -> 0,True,871.1856829900008,400.0,242.87523795180942,52.837332482407106,175.47311255578435,0.0,101.7770208998458,[],"[8.0, 9.743011038877448, 20.287528543783132]","[8.0, 18.516666666666666, 20.287528543783132]","[8.0, 18.849999999999998, 20.287528543783132]"
131,fuel_3000,0 -> 53_3 -> 50_3 -> 0,True,975.957555550618,400.0,323.6103800676506,70.40120429973706,181.9459711832304,0.0,145.08419946529528,[],"[8.0, 9.197353029112765, 19.83868174505905, 22.474611389273136]","[8.0, 17.983333333333334, 20.15, 22.474611389273136]","[8.0, 18.316666666666666, 20.48333333333333, 22.474611389273136]"
132,fuel_3000,0 -> 39_1 -> 52_1 -> 0,True,1043.8114576477187,400.0,470.03802632786676,102.25643291551901,71.5169984043331,0.0,201.1381826569072,[],"[8.0, 10.903522093621909, 14.737294652828103, 17.933270421128935]","[8.0, 14.133333333333333, 15.083333333333334, 17.933270421128935]","[8.0, 14.466666666666667, 15.416666666666668, 17.933270421128935]"
133,fuel_3000,0 -> 48_3 -> 62_5 -> 0,True,932.417273951444,400.0,304.1220953998869,66.16154205509628,162.13363649646084,0.0,129.7383846680509,[],"[8.0, 9.469777075525109, 17.706874432985185, 20.89735473061686]","[8.0, 16.1, 19.183333333333334, 20.89735473061686]","[8.0, 16.433333333333334, 19.516666666666666, 20.89735473061686]"
134,fuel_3000,0 -> 54_1 -> 10_1 -> 0,True,1063.0757047008574,400.0,418.1956325523216,90.97815761787072,153.90191453066515,0.0,172.232261868059,[],"[8.0, 10.87586089770452, 18.429043375762223, 21.388097474218537]","[8.0, 17.333333333333332, 19.666666666666668, 21.388097474218537]","[8.0, 17.666666666666664, 20.0, 21.388097474218537]"
135,fuel_3000,0 -> 36_1 -> 68_1 -> 0,True,973.9156508242583,400.0,354.89405666202936,77.20694553309102,141.81464862913785,0.0,151.1685422761653,[],"[8.0, 9.824219090443036, 16.868381811433405, 20.287528543783132]","[8.0, 15.266666666666667, 18.516666666666666, 20.287528543783132]","[8.0, 15.600000000000001, 18.849999999999998, 20.287528543783132]"
136,fuel_1250,0 -> 44_1 -> 0,True,813.8273791515655,400.0,219.0612606059841,47.65661892197595,147.10949962360547,0.0,92.727800414795,[],"[8.0, 9.661191685486392, 18.659714695124222]","[8.0, 17.016666666666666, 18.659714695124222]","[8.0, 17.349999999999998, 18.659714695124222]"
137,fuel_3000,0 -> 70_2 -> 50_2 -> 0,True,1212.634389147025,400.0,558.8475038989086,121.57687057553721,132.21001467257918,0.0,229.9588859439209,[],"[8.0, 11.708224817566123, 13.53949926637104, 22.474611389273136]","[8.0, 11.708224817566123, 20.15, 22.474611389273136]","[8.0, 12.041558150899457, 20.48333333333333, 22.474611389273136]"
138,fuel_3000,0 -> 59_4 -> 40_1 -> 0,True,981.3147883597974,400.0,387.2602583470188,84.24818931753047,109.80634069524811,0.0,158.5209005232494,[],"[8.0, 10.479584079838432, 13.14676555206583, 19.737970500971617]","[8.0, 11.25, 17.866666666666667, 19.737970500971617]","[8.0, 11.583333333333334, 18.2, 19.737970500971617]"
139,fuel_3000,0 -> 8_8 -> 71_3 -> 0,True,935.531120118754,400.0,314.4001378344805,68.39752275845916,152.73345952581423,0.0,139.0564602840538,[],"[8.0, 9.420026189368091, 13.07663416767453, 21.76020176665528]","[8.0, 10.816666666666666, 19.316666666666666, 21.76020176665528]","[8.0, 11.15, 19.65, 21.76020176665528]"
140,fuel_1250,0 -> 35_1 -> 0,True,983.5155449329707,400.0,469.24345859035657,102.0835752784842,0.0,12.188511064129948,208.818931666808,[],"[8.0, 11.110436887949266, 14.586237462329258]","[8.0, 11.110436887949266, 14.586237462329258]","[8.0, 11.4437702212826, 14.586237462329258]"
